Region,Zone,State,Logistics Zone,Ship-To-Party Region,Distribution Channel,Business Area,Delivery Qty.,Route Distance,Shipment Description,Wheeler No.,Truck type Description,PTPK
NE,A,AS,LOW,AC,TR,G,15,282,PDR,14W,Market Truck,2.73
NE,A,AS,LOW,AC,TR,G,12.5,233,PDR,14W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,5,233,PDR,14W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,20,233,PDR,12W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,5,233,PDR,12W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,10,233,PDR,14W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,20,233,PDR,14W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,15,233,PDR,12W,Market Truck,3.03
NE,A,AS,LO3,AC,TR,G,15,49,PDR,6W,Market Truck,9.61
NE,A,AS,LO3,AC,TR,G,11,49,PDR,6W,Market Truck,9.61
NE,A,AS,DHE,AC,TR,G,45,471,PDR,16W,Market Truck,2.55
NE,A,AS,DHE,AC,TR,G,40,471,PDR,12W,Market Truck,2.55
NE,B,MG,SHI,AB,NT,L,25,125,PDR,10W,Market Truck,7
NE,B,MG,SHI,AB,NT,L,25,84,PDR,12W,Market Truck,9.26
NE,A,AS,SIV,AC,TR,G,20,366,PDR,12W,Market Truck,3.06
NE,B,MG,SHI,AB,NT,L,25,84,PDR,12W,Market Truck,9.26
NE,B,MG,SHI,AB,NT,L,25,84,PDR,12W,Market Truck,9.26
NE,A,AS,NAG,AC,TR,G,20,9,SDR,6W,Market Truck,0.11
NE,B,MG,SHI,AB,NT,L,25,84,PDR,12W,Market Truck,9.26
NE,A,AS,NAG,AC,TR,G,20,160,PDR,6W,Market Truck,4.66
NE,A,AS,NAG,AC,TR,G,12,166,PDR,6W,Market Truck,4.98
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,9.59
NE,A,AS,SIV,AC,TR,G,15,378,PDR,12W,Market Truck,2.99
NE,A,AS,DHE,AC,TR,G,40,546,PDR,12W,Market Truck,2.44
NE,B,TR,DHA,BB,TR,L,12.5,24,SDR,12W,Market Truck,3.33
NE,B,TR,DHA,BB,TR,L,25,164,SDR,12W,Market Truck,3.66
NE,B,TR,DHA,BB,TR,L,25,34,SDR,12W,Market Truck,7.06
NE,A,MG,TUR,AB,TR,L,29.5,235,SDR,14W,Market Truck,5.22
NE,A,AS,TUR,AC,TR,L,25,256,SDR,12W,Market Truck,5.33
NE,A,AS,NOR,AC,TR,G,25,460,PDR,12W,Market Truck,2.77
NE,A,AS,LO1,AC,TR,G,3,112,PDR,6W,Market Truck,7.43
NE,A,AS,LO1,AC,TR,G,9,112,PDR,6W,Market Truck,7.43
NE,A,AS,LO3,AC,TR,G,11,61,PDR,6W,Market Truck,9.3
NE,A,AP,NOR,AD,TR,G,35,392,PDR,12W,Market Truck,3.03
NE,A,AS,LOW,AC,NT,L,25,405,PDR,12W,Market Truck,3.75
NE,A,AS,LOW,AC,NT,L,25,405,PDR,12W,Market Truck,3.75
NE,A,AS,TIN,AC,TR,G,15,471,PDR,14W,Market Truck,3.08
NE,A,AS,TIN,AC,TR,G,10,471,PDR,14W,Market Truck,3.08
NE,A,AS,TIN,AC,TR,G,20,471,PDR,14W,Market Truck,3.08
NE,A,AS,NAG,AC,NT,L,11,146,SDR,6W,Market Truck,4.49
NE,A,AS,TIN,AC,TR,G,5,471,PDR,14W,Market Truck,3.08
NE,A,AS,TIN,AC,TR,G,25,471,PDR,14W,Market Truck,3.08
NE,A,AS,LO1,AC,TR,G,9,149,PDR,6W,Market Truck,6.03
NE,A,AS,NAG,AC,NT,L,11,146,SDR,6W,Market Truck,4.49
NE,A,AS,LOW,AC,TR,G,4,237,PDR,14W,Market Truck,3.41
NE,A,AS,LOW,AC,TR,G,5,234,PDR,14W,Market Truck,3.59
NE,A,AS,NAG,AC,NT,L,22,146,SDR,6W,Market Truck,4.49
NE,B,MZ,MIZ,BA,NT,L,25,222,PDR,12W,Market Truck,6.5
NE,A,AS,LOW,AC,TR,G,25,194,PDR,12W,Market Truck,3.59
NE,B,MZ,MIZ,BA,NT,L,25,222,PDR,14W,Market Truck,6.5
NE,A,AS,LOW,AC,TR,G,25,234,PDR,18W,Market Truck,3.59
NE,A,AS,DIB,AC,TR,G,32,397,PDR,14W,Market Truck,3.1
NE,B,MZ,MIZ,BA,NT,L,24.5,222,PDR,12W,Market Truck,6.5
NE,B,MZ,MIZ,BA,NT,L,25,222,PDR,12W,Market Truck,6.5
NE,B,MZ,MIZ,BA,NT,L,25,222,PDR,12W,Market Truck,6.5
NE,A,AS,JOR,AC,NT,G,40,266,PDR,12W,Market Truck,3.34
NE,B,TR,DHA,BB,NT,L,25,190,PDR,10W,Market Truck,6.83
NE,A,AS,TEZ,AC,NT,L,27,239,SDR,12W,Market Truck,3.26
NE,A,AS,TEZ,AC,NT,L,13,239,SDR,12W,Market Truck,3.26
NE,A,AS,TEZ,AC,NT,L,40,239,SDR,12W,Market Truck,3.26
NE,A,AS,TEZ,AC,NT,L,35,239,SDR,16W,Market Truck,3.26
NE,A,AS,TEZ,AC,NT,L,20,239,SDR,16W,Market Truck,3.26
NE,B,TR,AGR,BB,TR,L,27,41,SDR,12W,Market Truck,3.29
NE,A,AS,JOR,AC,TR,G,45,328,PDR,14W,Market Truck,3.17
NE,A,AS,TIN,AC,TR,G,15,516,PDR,12W,Market Truck,2.81
NE,A,AP,APE,AD,TR,G,30,556,PDR,14W,Market Truck,2.76
NE,A,AS,LO1,AC,TR,G,15,129,PDR,6W,Market Truck,5.85
NE,A,AS,LO1,AC,TR,G,15,100,PDR,6W,Market Truck,7.19
NE,A,AS,LO1,AC,TR,G,15,129,PDR,6W,Market Truck,5.85
NE,A,AS,LO1,AC,TR,G,15,128,PDR,6W,Market Truck,6.1
NE,A,AS,LO1,AC,TR,G,3.5,128,PDR,6W,Market Truck,6.1
NE,A,AS,LO1,AC,TR,G,16.5,128,PDR,6W,Market Truck,6.1
NE,A,AS,NOR,AC,TR,G,40,430,PDR,12W,Market Truck,2.71
NE,A,AS,NOR,AC,TR,G,40,397,PDR,12W,Market Truck,2.72
NE,A,AS,NOR,AC,TR,G,45,476,PDR,16W,Market Truck,2.74
NE,A,AS,NOR,AC,TR,G,20,476,PDR,12W,Market Truck,2.74
NE,A,AS,NOR,AC,TR,G,20,476,PDR,12W,Market Truck,2.74
NE,A,AS,NOR,AC,TR,G,45,460,PDR,14W,Market Truck,2.77
NE,A,AS,NOR,AC,TR,G,45,460,PDR,14W,Market Truck,2.77
NE,A,AS,NOR,AC,TR,G,20,397,PDR,12W,Market Truck,2.72
NE,A,AS,NOR,AC,TR,G,20,397,PDR,12W,Market Truck,2.72
NE,A,AS,LOW,AC,TR,G,5,280,PDR,12W,Market Truck,2.86
NE,A,AS,LOW,AC,TR,G,5,276,PDR,12W,Market Truck,2.9
NE,A,AS,LOW,AC,TR,G,5,280,PDR,12W,Market Truck,2.86
NE,A,AS,LOW,AC,TR,G,10,280,PDR,12W,Market Truck,2.86
NE,A,AS,LOW,AC,TR,G,20,105,SDR,12W,Market Truck,6.67
NE,A,AS,LOW,AC,TR,G,5,103,SDR,12W,Market Truck,6.41
NE,A,AS,NOR,AC,TR,G,35,361,PDR,12W,Market Truck,2.88
NE,A,AS,DHE,AC,TR,G,35,464,PDR,12W,Market Truck,2.48
NE,A,AS,DHE,AC,TR,G,5,464,PDR,12W,Market Truck,2.48
NE,A,AS,DHE,AC,TR,G,40,566,PDR,12W,Market Truck,2.4
NE,A,AS,DHE,AC,TR,G,5,566,PDR,12W,Market Truck,2.47
NE,B,TR,AGR,BB,TR,L,25,356,PDR,14W,Own Truck,5.42
NE,A,AS,NAG,AC,TR,G,5,194,PDR,6W,Market Truck,4.38
NE,A,AS,NAG,AC,TR,G,15,194,PDR,6W,Market Truck,4.38
NE,A,AS,TIN,AC,TR,G,10,76,SDR,6W,Market Truck,5.46
NE,A,AP,NOR,AD,TR,G,35,392,PDR,12W,Market Truck,2.86
NE,A,AP,NOR,AD,TR,G,5,392,PDR,12W,Market Truck,2.86
NE,A,AP,DHE,AD,TR,G,11.5,144,SDR,6W,Market Truck,13.19
NE,A,AS,LO1,AC,TR,G,15,27,SDR,6W,Market Truck,15.33
NE,A,AS,LO1,AC,TR,G,12,83,PDR,6W,Market Truck,10.01
NE,A,AS,LO1,AC,TR,G,10,27,SDR,6W,Market Truck,15.33
NE,A,AS,LO1,AC,TR,G,5,27,SDR,6W,Market Truck,15.33
NE,B,AS,CAC,AC,TR,L,25,81,SDR,12W,Market Truck,4.27
NE,A,AS,LO1,AC,TR,G,10.5,199,PDR,6W,Market Truck,3.82
NE,A,AS,LO1,AC,TR,G,10.5,199,PDR,6W,Market Truck,3.82
NE,A,AS,LO1,AC,TR,G,6.5,54,PDR,6W,Market Truck,13.31
NE,B,TR,DHA,BB,TR,L,18.5,24,SDR,12W,Market Truck,3.33
NE,B,TR,DHA,BB,TR,L,25,15,SDR,12W,Market Truck,6.67
NE,B,TR,DHA,BB,TR,L,24.5,134,SDR,12W,Market Truck,4.03
NE,B,TR,DHA,BB,TR,L,12.5,24,SDR,12W,Market Truck,3.33
NE,B,MZ,MIZ,BA,TR,L,19,393,SDR,6W,Market Truck,8.12
NE,B,MZ,MIZ,BA,TR,L,15,393,SDR,6W,Market Truck,8.12
NE,B,TR,DHA,BB,TR,L,24.5,145,SDR,12W,Market Truck,3.72
NE,A,AS,TIN,AC,TR,G,40,477,PDR,12W,Market Truck,2.83
NE,A,AS,NAG,AC,TR,G,20,35,SDR,6W,Market Truck,0.57
NE,A,AS,TEZ,AC,TR,G,35,184,PDR,12W,Market Truck,3.64
NE,A,AS,TEZ,AC,TR,G,5,182,PDR,12W,Market Truck,3.85
NE,A,AS,LO1,AC,TR,G,12,86,PDR,6W,Market Truck,10.14
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,10.14
NE,A,AS,NOR,AC,TR,G,30,441,PDR,12W,Market Truck,2.88
NE,A,AS,JOR,AC,TR,G,20,281,PDR,12W,Market Truck,3.49
NE,A,AS,LO2,AC,TR,G,12,248,PDR,6W,Market Truck,5.27
NE,A,AS,LO2,AC,TR,G,12,259,PDR,12W,Market Truck,4.44
NE,A,AS,LO2,AC,TR,G,12,246,PDR,12W,Market Truck,4.67
NE,A,AS,LO2,AC,TR,G,12,259,PDR,12W,Market Truck,4.44
NE,A,AS,LO2,AC,TR,G,12,248,PDR,12W,Market Truck,4.63
NE,A,AS,LO2,AC,TR,G,12,248,PDR,12W,Market Truck,4.63
NE,A,AS,LO2,AC,TR,G,12,259,PDR,12W,Market Truck,4.06
NE,A,AS,TUR,AC,TR,G,25,297,PDR,14W,Market Truck,4.59
NE,A,AS,TUR,AC,TR,G,30,297,PDR,14W,Market Truck,4.59
NE,A,AS,LOW,AC,TR,G,25,311,PDR,14W,Market Truck,4.18
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,9.59
NE,A,AS,LOW,AC,TR,G,15,232,PDR,12W,Market Truck,3.32
NE,A,AS,LOW,AC,TR,G,10,232,PDR,12W,Market Truck,3.32
NE,A,AS,LOW,AC,TR,G,10,232,PDR,12W,Market Truck,3.32
NE,A,AS,LOW,AC,TR,G,15,232,PDR,12W,Market Truck,3.32
NE,A,AS,LO3,AC,TR,G,12,61,PDR,6W,Market Truck,9.3
NE,A,AS,LO3,AC,TR,G,8,61,PDR,6W,Market Truck,9.3
NE,A,AS,NC ,AC,TR,G,25,300,PDR,12W,Market Truck,5.32
NE,A,AS,LOW,AC,TR,L,20,325,SDR,12W,Market Truck,3.91
NE,A,AS,LOW,AC,TR,L,5,325,SDR,12W,Market Truck,3.91
NE,A,AS,LO3,AC,TR,G,12,89,PDR,6W,Market Truck,7.15
NE,A,AS,NAG,AC,TR,G,12,156,PDR,6W,Market Truck,5.38
NE,A,AS,TEZ,AC,TR,G,20,167,PDR,12W,Market Truck,4.13
NE,A,AS,TEZ,AC,TR,G,1,167,PDR,12W,Market Truck,4.13
NE,A,AS,TEZ,AC,TR,G,19,167,PDR,12W,Market Truck,4.13
NE,A,AS,TEZ,AC,TR,G,25,162,PDR,12W,Market Truck,4.26
NE,A,MG,TUR,AB,TR,G,16,393,PDR,6W,Market Truck,5.85
NE,A,MG,TUR,AB,TR,L,25,299,SDR,12W,Market Truck,4.27
NE,A,AS,TUR,AC,TR,L,25,256,SDR,12W,Market Truck,5.33
NE,B,AS,CAC,AC,TR,L,4.25,69,SDR,6W,Market Truck,7.29
NE,B,MZ,MIZ,BA,TR,L,20,312,SDR,6W,Market Truck,8.97
NE,A,AS,LOW,AC,TR,G,7.5,301,PDR,12W,Market Truck,2.62
NE,A,AS,LOW,AC,TR,G,17.5,301,PDR,12W,Market Truck,2.62
NE,B,TR,AGR,BB,TR,L,27,41,SDR,12W,Market Truck,3.29
NE,A,AS,LO1,AC,TR,G,11,141,PDR,6W,Market Truck,5.78
NE,A,AS,LO1,AC,TR,G,12,158,PDR,6W,Market Truck,5.69
NE,A,AS,LO1,AC,TR,G,12,157,PDR,6W,Market Truck,5.73
NE,A,AS,LO1,AC,TR,G,10,161,PDR,6W,Market Truck,4.69
NE,A,AS,LO1,AC,TR,G,10,129,PDR,6W,Market Truck,6.32
NE,A,AS,LO1,AC,TR,G,12.5,158,PDR,6W,Market Truck,5.69
NE,A,AS,SIV,AC,TR,G,40,320,PDR,12W,Market Truck,2.98
NE,A,AS,SIV,AC,TR,G,40,320,PDR,12W,Market Truck,2.98
NE,A,AS,SIV,AC,TR,G,30,320,PDR,14W,Market Truck,2.98
NE,A,AS,SIV,AC,TR,G,35,320,PDR,14W,Market Truck,2.98
NE,A,AS,SIV,AC,TR,G,5,320,PDR,14W,Market Truck,2.98
NE,A,AS,LO1,AC,TR,G,20,150,PDR,6W,Market Truck,4.93
NE,A,AS,TEZ,AC,TR,G,15,222,PDR,12W,Market Truck,3.69
NE,A,AS,TEZ,AC,TR,G,15,270,PDR,12W,Market Truck,3.06
NE,A,AS,TEZ,AC,TR,G,5,285,PDR,12W,Market Truck,2.9
NE,A,AS,SIV,AC,TR,G,40,396,PDR,12W,Market Truck,2.92
NE,A,AS,SIV,AC,TR,G,5,378,PDR,14W,Market Truck,2.99
NE,A,AS,SIV,AC,TR,G,40,359,PDR,12W,Market Truck,4.15
NE,A,AS,SIV,AC,TR,G,10,396,PDR,14W,Market Truck,2.92
NE,A,AS,SIV,AC,TR,G,30,396,PDR,14W,Market Truck,2.92
NE,A,AS,SIV,AC,TR,G,20,378,PDR,16W,Market Truck,2.99
NE,A,AS,LO3,AC,TR,G,20,124,PDR,6W,Market Truck,4.57
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,9.59
NE,A,AS,LO1,AC,TR,G,9.5,86,PDR,6W,Market Truck,9.59
NE,A,AS,DHE,AC,TR,G,40,566,PDR,12W,Market Truck,2.4
NE,B,TR,AGR,BB,NT,L,35,356,PDR,14W,Market Truck,5.15
NE,B,TR,AGR,BB,NT,L,35,356,PDR,12W,Market Truck,5.15
NE,B,TR,AGR,BB,NT,L,26,356,PDR,12W,Market Truck,5.15
NE,B,TR,AGR,BB,NT,L,20,372,PDR,12W,Market Truck,4.93
NE,B,TR,AGR,BB,NT,L,15,372,PDR,12W,Market Truck,4.93
NE,A,AS,LO1,AC,NT,G,25,36,PDR,12W,Market Truck,13.83
NE,A,AS,LO3,AC,NT,G,22,89,PDR,6W,Market Truck,6.39
NE,A,AS,LO1,AC,TR,G,9.5,80,PDR,6W,Market Truck,10.3
NE,A,AP,DHE,AD,TR,G,12,144,SDR,6W,Market Truck,13.19
NE,A,AP,DHE,AD,TR,G,12,144,SDR,6W,Market Truck,13.19
NE,B,TR,AGR,BB,TR,L,25,41,SDR,12W,Market Truck,3.29
NE,A,AS,LO3,AC,TR,G,11,132,PDR,6W,Market Truck,4.3
NE,A,AS,LO3,AC,TR,G,11,124,PDR,6W,Market Truck,4.7
NE,A,AS,DHE,AC,TR,G,35,566,PDR,12W,Market Truck,2.47
NE,A,AS,DIB,AC,TR,G,40,412,PDR,14W,Market Truck,3.01
NE,B,AS,CAC,AC,TR,L,5,38,SDR,6W,Market Truck,7.84
NE,B,AS,CAC,AC,TR,L,5,22,SDR,6W,Market Truck,12.64
NE,B,AS,CAC,AC,TR,L,1.5,22,SDR,6W,Market Truck,12.64
NE,A,AS,TEZ,AC,TR,G,20,199,PDR,12W,Market Truck,3.37
NE,A,AS,LO1,AC,TR,G,20,150,PDR,6W,Market Truck,4.93
NE,A,AP,NOR,AD,TR,G,35,367,PDR,12W,Market Truck,3.23
NE,A,AP,NOR,AD,TR,L,1.3,383,SDR,12W,Market Truck,3.1
NE,A,AP,NOR,AD,TR,L,10.5,383,SDR,12W,Market Truck,3.1
NE,A,AP,NOR,AD,TR,L,28.2,383,SDR,12W,Market Truck,3.1
NE,A,AP,DHE,AD,TR,G,12,144,SDR,6W,Market Truck,13.19
NE,B,AS,CAC,AC,TR,L,20,16,SDR,10W,Market Truck,4.81
NE,B,AS,CAC,AC,TR,L,10,64,SDR,12W,Market Truck,6.08
NE,A,AS,LO1,AC,TR,G,10,199,PDR,6W,Market Truck,4.21
NE,A,AS,LO1,AC,TR,G,2,199,PDR,6W,Market Truck,4.21
NE,A,AS,LO1,AC,TR,G,12.5,158,PDR,6W,Market Truck,5.69
NE,A,AS,LO1,AC,TR,G,12,128,PDR,6W,Market Truck,6.73
NE,B,TR,DHA,BB,TR,L,10,24,SDR,12W,Market Truck,3.33
NE,A,AS,LOW,AC,TR,G,24.5,250,PDR,12W,Market Truck,2.96
NE,A,AS,LOW,AC,TR,G,25,250,PDR,12W,Market Truck,2.96
NE,A,AS,TIN,AC,TR,G,35,454,PDR,16W,Market Truck,3.06
NE,A,AS,DIB,AC,TR,G,35,458,PDR,12W,Market Truck,2.89
NE,A,AS,TIN,AC,TR,G,35,454,PDR,14W,Market Truck,2.97
NE,A,AS,TEZ,AC,TR,G,10,171,PDR,14W,Market Truck,3.98
NE,A,AS,LOW,AC,TR,G,25,320,PDR,12W,Market Truck,2.59
NE,A,AS,LOW,AC,TR,G,10,320,PDR,12W,Market Truck,2.59
NE,A,AS,LOW,AC,TR,G,15,320,PDR,12W,Market Truck,2.59
NE,A,AS,LOW,AC,TR,G,24,320,PDR,12W,Market Truck,2.59
NE,A,AS,LO1,AC,TR,G,12,86,PDR,6W,Market Truck,10.14
NE,A,AS,LO1,AC,TR,G,12.5,36,PDR,6W,Market Truck,16.56
NE,A,AS,DIB,AC,TR,G,40,427,PDR,14W,Market Truck,2.92
NE,A,AS,DIB,AC,TR,G,40,451,PDR,12W,Market Truck,2.73
NE,A,AS,DIB,AC,TR,G,40,441,PDR,12W,Market Truck,2.79
NE,A,AS,SIV,AC,TR,G,40,323,PDR,12W,Market Truck,2.96
NE,A,AS,NOR,AC,TR,G,20,489,PDR,12W,Market Truck,2.52
NE,A,AS,NOR,AC,TR,G,40,489,PDR,12W,Market Truck,2.67
NE,A,AS,NOR,AC,TR,G,40,492,PDR,12W,Market Truck,2.65
NE,A,AS,LO2,AC,TR,G,12,176,PDR,6W,Market Truck,5.24
NE,A,AS,LOW,AC,TR,G,25,234,PDR,12W,Market Truck,3.34
NE,A,AS,LO2,AC,TR,G,18,51,SDR,6W,Market Truck,10.78
NE,A,AS,LO1,AC,TR,G,12.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO1,AC,TR,G,9.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO3,AC,TR,G,8.5,61,PDR,6W,Market Truck,9.3
NE,A,AS,LO3,AC,TR,G,12,51,PDR,6W,Market Truck,9.29
NE,A,AS,LO3,AC,TR,G,11,51,PDR,6W,Market Truck,9.24
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,C,NL,KOH,CA,TR,G,30,152,SDR,14W,Market Truck,11.12
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,C,NL,KOH,CA,TR,G,35,152,SDR,16W,Market Truck,11.12
NE,A,AS,SIV,AC,TR,G,20,396,PDR,14W,Market Truck,2.92
NE,A,AS,SIV,AC,TR,G,15,378,PDR,12W,Market Truck,2.99
NE,A,AS,SIV,AC,TR,G,40,359,PDR,12W,Market Truck,4.15
NE,A,AS,LO3,AC,TR,G,20,124,PDR,6W,Market Truck,4.57
NE,A,AS,NAG,AC,TR,G,10,135,PDR,6W,Market Truck,5.56
NE,A,AS,NAG,AC,TR,G,2,135,PDR,6W,Market Truck,5.56
NE,A,AS,TEZ,AC,TR,G,33,326,PDR,12W,Market Truck,2.77
NE,A,AS,TEZ,AC,TR,G,7,326,PDR,12W,Market Truck,2.77
NE,A,MG,TUR,AB,TR,G,16,393,PDR,6W,Market Truck,5.64
NE,A,MG,TUR,AB,TR,G,10,271,PDR,12W,Market Truck,4.68
NE,A,MG,TUR,AB,TR,G,15,271,PDR,12W,Market Truck,4.68
NE,A,MG,TUR,AB,TR,G,25,327,PDR,12W,Market Truck,4.51
NE,A,MG,TUR,AB,TR,G,12,319,PDR,6W,Market Truck,6.5
NE,A,MG,TUR,AB,TR,G,25,322,PDR,12W,Market Truck,4.55
NE,A,AS,LOW,AC,TR,G,24,203,PDR,12W,Market Truck,3.59
NE,A,AS,LOW,AC,TR,G,24,251,PDR,12W,Market Truck,3.12
NE,A,AS,LOW,AC,TR,G,25,196,PDR,12W,Market Truck,3.72
NE,A,AS,LOW,AC,TR,G,25,194,PDR,12W,Market Truck,3.59
NE,A,AS,LOW,AC,TR,G,13.5,234,PDR,12W,Market Truck,3.59
NE,A,AS,LOW,AC,TR,G,10.5,234,PDR,12W,Market Truck,3.59
NE,A,AS,LOW,AC,TR,G,34,234,PDR,18W,Market Truck,3.59
NE,A,AS,LOW,AC,TR,G,30,219,PDR,14W,Market Truck,3.13
NE,A,AS,LOW,AC,TR,G,30,251,PDR,14W,Market Truck,3.12
NE,A,AS,LOW,AC,TR,G,25,231,PDR,12W,Market Truck,3.1
NE,A,AS,LOW,AC,TR,G,20,251,PDR,12W,Market Truck,3.12
NE,A,AS,LOW,AC,TR,G,5,234,PDR,12W,Market Truck,3.59
NE,A,AS,LOW,AC,TR,G,21,237,PDR,12W,Market Truck,3.41
NE,A,AS,LOW,AC,TR,G,30,234,PDR,14W,Market Truck,3.59
NE,A,AS,LO1,AC,TR,G,9.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO1,AC,TR,G,9.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO1,AC,TR,G,5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO1,AC,TR,G,4.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LO1,AC,TR,G,9.5,108,PDR,6W,Market Truck,8.33
NE,A,AS,LOW,AC,TR,G,10,233,PDR,12W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,25,233,PDR,12W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,G,25,233,PDR,12W,Market Truck,3.03
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2.08
NE,A,AS,LOW,AC,TR,L,25,325,SDR,12W,Market Truck,2.08
NE,A,AS,LO1,AC,TR,G,10,83,PDR,6W,Market Truck,10.01
NE,A,AS,LO1,AC,TR,G,12.5,80,PDR,6W,Market Truck,10.3
NE,A,AS,LO3,AC,TR,G,8,78,PDR,6W,Market Truck,7.47
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,C,NL,KOH,CA,TR,G,35,178,SDR,16W,Market Truck,10.08
NE,C,NL,KOH,CA,TR,G,35,178,SDR,16W,Market Truck,10.08
NE,B,AS,CAC,AC,TR,L,5,58,SDR,6W,Market Truck,8.67
NE,A,AS,LOW,AC,TR,G,30,313,PDR,14W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,30,313,PDR,14W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,30,313,PDR,14W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,5,313,PDR,12W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,20,313,PDR,12W,Market Truck,2.65
NE,B,TR,DHA,BB,TR,L,15,15,SDR,12W,Market Truck,6.67
NE,B,TR,DHA,BB,TR,L,27.5,47,SDR,12W,Market Truck,3.4
NE,A,AS,JOR,AC,TR,G,40,328,PDR,12W,Market Truck,3.17
NE,A,AS,LOW,AC,TR,G,25,313,PDR,14W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,25,327,PDR,12W,Market Truck,2.54
NE,A,AS,LOW,AC,TR,G,15,152,SDR,12W,Market Truck,5
NE,A,AS,LOW,AC,TR,G,10,152,SDR,12W,Market Truck,5
NE,A,AS,LOW,AC,TR,G,5,313,PDR,12W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,20,313,PDR,12W,Market Truck,2.65
NE,A,AS,LOW,AC,TR,G,25,327,PDR,12W,Market Truck,2.54
NE,A,AS,LOW,AC,TR,G,25,313,PDR,12W,Market Truck,2.65
NE,A,AS,NOR,AC,TR,G,35,437,PDR,12W,Market Truck,2.75
NE,A,AS,LO3,AC,TR,G,20,124,PDR,6W,Market Truck,4.57
NE,A,AS,NOR,AC,TR,G,40,512,PDR,12W,Market Truck,2.83
NE,C,NL,DIM,CA,TR,G,35,80,SDR,16W,Market Truck,10.3
NE,B,AS,CAC,AC,TR,L,25,53,SDR,12W,Market Truck,6.15
NE,B,AS,CAC,AC,TR,L,25.5,81,SDR,12W,Market Truck,4.27
NE,A,AS,LO1,AC,TR,G,12,149,PDR,6W,Market Truck,6.03
NE,A,AS,LO1,AC,TR,G,15,147,PDR,6W,Market Truck,5.31
NE,A,AS,LO1,AC,TR,G,5,163,PDR,6W,Market Truck,5.52
NE,A,AS,LO1,AC,TR,G,7.5,163,PDR,6W,Market Truck,5.52
NE,B,TR,DHA,BB,TR,L,15,24,SDR,12W,Market Truck,3.33
NE,B,TR,DHA,BB,TR,L,9,24,SDR,12W,Market Truck,3.33
NE,A,AS,LOW,AC,TR,G,25,237,PDR,12W,Market Truck,3.27
NE,A,AS,LO3,AC,TR,G,12,52,PDR,6W,Market Truck,10.48
NE,A,AS,SIV,AC,TR,G,40,370,PDR,14W,Market Truck,3.03
NE,A,AS,SIV,AC,TR,G,40,370,PDR,12W,Market Truck,3.03
NE,A,AS,SIV,AC,TR,G,40,370,PDR,12W,Market Truck,3.03
NE,A,AS,LO1,AC,TR,G,9.5,116,PDR,6W,Market Truck,7.84
NE,A,AS,LO1,AC,TR,G,1.5,116,PDR,6W,Market Truck,7.84
NE,B,AS,CAC,AC,TR,L,25,79,SDR,12W,Market Truck,4.75
NE,A,AS,JOR,AC,TR,G,10,278,PDR,12W,Market Truck,3.44
NE,A,AS,JOR,AC,TR,G,12.5,278,PDR,12W,Market Truck,3.44
NE,A,AS,JOR,AC,TR,G,7.5,278,PDR,12W,Market Truck,3.44
NE,A,AS,LO2,AC,TR,G,12,176,PDR,6W,Market Truck,5.24
NE,A,AS,LOW,AC,TR,G,17.75,92,SDR,12W,Market Truck,6.96
NE,A,AS,LOW,AC,TR,G,5,92,SDR,12W,Market Truck,6.96
